active_count_max,active_count_mean,active_count_min,alive_feature_ratio,batch_size,candidate_config,checkpoint_path,checkpoint_update,config_name,dead_feature_ratio,effective_rank,end_to_end_pass,full_prefix_gain,learning_rate,marginal_gain_l2,marginal_gain_l3,marginal_gain_l4,marginal_gain_l5,marginal_gain_l6,mean_boundary_auprc,mean_boundary_f1,mean_boundary_precision,mean_boundary_recall,mean_factor_probe_accuracy,model_derived_metrics,nondegrading_pass,nondegrading_violating_levels,optimizer,optimizer_updates,prefix_nrmse_l1,prefix_nrmse_l2,prefix_nrmse_l3,prefix_nrmse_l4,prefix_nrmse_l5,prefix_nrmse_l6,raw_hier_loss,raw_sdyn_loss,raw_sparse_loss,raw_temp_loss,raw_vc_loss,resumed_from_update,seed,sequence_length,strict_monotonic_pass,topk_utilization_entropy,violating_levels,weighted_hier_loss,weighted_sdyn_loss,weighted_sparse_loss,weighted_temp_loss,weighted_vc_loss
8,7.9964599609375,6,0.9995574951171875,32,temp_003_hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003_hier_x3/seed_4/checkpoints/step_1000.npz,1000,temp_003_hier_x3,0.0004425048828125,7.725579261779785,True,0.0035005436279476054,0.05,0.0011749483269933858,0.00022224691955397002,0.0013040547880145414,0.0013987858805639686,-0.0005994922871782604,0.2965415204390346,0.26807527940493314,0.2938255164618767,0.36756189561486263,0.42177225748697916,True,False,[6],sgd,1000,0.9990774909873104,0.997902542660317,0.997680295740763,0.9963762409527485,0.9949774550721845,0.9955769473593628,0.11301754415035248,0.11456610262393951,0.016074368730187416,0.0010409319074824452,0.9696894884109497,250,4,64,False,0.023474853338905068,[6],0.33905263245105743,0.11456610262393951,0.016074368730187416,3.122795722447336e-06,0.009696894884109497
8,7.998870849609375,7,0.9998588562011719,32,temp_003,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003/seed_0/checkpoints/step_500.npz,500,temp_003,0.000141143798828125,7.7514238357543945,True,0.002119431458680099,0.05,0.0011477308115968032,-0.0007527233641193565,0.0003124712157227538,-0.0004637581844210148,0.001875710979900913,0.35939600442329783,0.32095639531866044,0.33857458413771613,0.3986277735948329,0.4955210367838542,True,False,"[3, 5]",sgd,500,0.9998356932019316,0.9986879623903347,0.9994406857544541,0.9991282145387314,0.9995919727231524,0.9977162617432515,0.1135123074054718,0.11473929136991501,0.042856208980083466,0.0032468377612531185,0.9436162710189819,250,0,64,False,0.00879123443406175,"[3, 5]",0.1135123074054718,0.11473929136991501,0.042856208980083466,9.740513283759356e-06,0.00943616271018982
8,7.99310302734375,6,0.9991378784179688,32,temp_003,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003/seed_0/checkpoints/step_1000.npz,1000,temp_003,0.00086212158203125,6.8391008377075195,True,0.0016784723618316066,0.05,0.0004188669577278592,0.0003274055017682409,3.464047414114546e-05,0.00010780963890888451,0.0007897497892854766,0.2931687865664895,0.2585120375940621,0.2852171971174959,0.43249840115751664,0.4001698811848958,True,True,[],sgd,1000,0.9999702785134547,0.9995514115557268,0.9992240060539586,0.9991893655798174,0.9990815559409085,0.998291806151623,0.11355208605527878,0.11447074264287949,0.012797901406884193,0.0006364980363287032,0.9773682951927185,250,0,64,True,0.04122686484856541,[],0.11355208605527878,0.11447074264287949,0.012797901406884193,1.9094941089861097e-06,0.009773682951927185
8,7.998565673828125,7,0.9998207092285156,32,temp_003,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003/seed_1/checkpoints/step_500.npz,500,temp_003,0.000179290771484375,7.526859760284424,True,0.0008635375339485218,0.05,-0.0003395119940065028,0.0010649294741725823,-0.0014142503779485116,0.002655651859416963,-0.0011032814276860092,0.3274491449079794,0.29931696178922373,0.31960623906161534,0.3763096334228383,0.48285013834635415,True,False,"[2, 4, 6]",sgd,500,0.9997885043927698,1.0001280163867763,0.9990630869126037,1.0004773372905522,0.9978216854311353,0.9989249668588213,0.11355842649936676,0.11482896655797958,0.04120813310146332,0.0032967287115752697,0.9465131759643555,250,1,64,False,0.010823896693831601,"[2, 4, 6]",0.11355842649936676,0.11482896655797958,0.04120813310146332,9.890186134725809e-06,0.009465131759643555
8,7.98077392578125,6,0.9975967407226562,32,temp_003,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003/seed_1/checkpoints/step_1000.npz,1000,temp_003,0.00240325927734375,6.8311076164245605,True,0.0007009393900203609,0.05,0.00019776882940814033,0.00018142064645887412,-0.0008124605083014158,0.0014957261870253147,-0.00036151576457055246,0.2926886547413242,0.26385832834162853,0.2865977587974523,0.4726077461083493,0.37804768880208334,True,False,"[4, 6]",sgd,1000,0.9997097680089437,0.9995119991795356,0.9993305785330767,1.0001430390413781,0.9986473128543528,0.9990088286189234,0.11356796324253082,0.11455534398555756,0.011258447542786598,0.0006800154806114733,0.9770078659057617,250,1,64,False,0.09518338599586604,"[4, 6]",0.11356796324253082,0.11455534398555756,0.011258447542786598,2.04004644183442e-06,0.009770078659057617
8,7.9986572265625,7,0.9998321533203125,32,temp_003,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003/seed_2/checkpoints/step_500.npz,500,temp_003,0.0001678466796875,7.7978644371032715,True,0.0007430028229061802,0.05,-0.0010431908092778386,0.0006972279106483015,0.001725219328210792,-0.0014117760583669536,0.0007755224516918791,0.36133370017566596,0.32795755009040856,0.3425593955261462,0.4043261729380602,0.5019561767578125,True,False,"[2, 5]",sgd,500,0.9997457340114322,1.00078892482071,1.0000916969100617,0.9983664775818509,0.9997782536402179,0.999002731188526,0.11362525075674057,0.11479295790195465,0.04229581356048584,0.003201437648385763,0.941017746925354,250,2,64,False,0.010221636525621768,"[2, 5]",0.11362525075674057,0.11479295790195465,0.04229581356048584,9.60431294515729e-06,0.009410177469253541
8,7.9954833984375,6,0.9994354248046875,32,temp_003,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003/seed_2/checkpoints/step_1000.npz,1000,temp_003,0.0005645751953125,7.122927188873291,True,0.0012140955975151746,0.05,-0.00031264795283569846,0.0006447369880975273,0.0003237823909524318,-0.00025891987049420084,0.0008171440417951148,0.2962225633849825,0.2611203211391494,0.2912204732508851,0.3203260221252585,0.39886881510416666,True,False,"[2, 5]",sgd,1000,0.9996529470271254,0.9999655949799611,0.9993208579918635,0.9989970756009111,0.9992559954714053,0.9984388514296102,0.11355581134557724,0.11452718079090118,0.01157674565911293,0.0006373745272867382,0.9762150645256042,250,2,64,False,0.028888738782337456,"[2, 5]",0.11355581134557724,0.11452718079090118,0.01157674565911293,1.9121235818602147e-06,0.009762150645256042
8,7.998809814453125,7,0.9998512268066406,32,temp_003,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003/seed_3/checkpoints/step_500.npz,500,temp_003,0.000148773193359375,7.372313022613525,True,0.0024942025067230533,0.05,0.000686623683870291,-0.0003036343600744118,0.00026643119779523605,-0.0005239371713857688,0.002368719156517707,0.32214797715657656,0.2940560136491457,0.31463167065756087,0.3839856081497877,0.48591715494791665,True,False,"[3, 5]",sgd,500,0.9998137777999239,0.9991271541160536,0.999430788476128,0.9991643572783327,0.9996882944497185,0.9973195752932008,0.11352940648794174,0.11481191962957382,0.04215836524963379,0.003232874209061265,0.9488366842269897,250,3,64,False,0.009203745216025403,"[3, 5]",0.11352940648794174,0.11481191962957382,0.04215836524963379,9.698622627183795e-06,0.009488366842269898
8,7.971221923828125,6,0.9964027404785156,32,temp_003,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003/seed_3/checkpoints/step_1000.npz,1000,temp_003,0.003597259521484375,6.208226203918457,True,0.0015575841765632648,0.05,0.00033332619505255234,-0.00037963131864948707,0.0004360988262419596,0.0004171879551545521,0.0007506025187636878,0.28460178711167217,0.25429246483592943,0.28208384140958176,0.3783475055789397,0.39155680338541665,True,False,[3],sgd,1000,0.9996575421920625,0.9993242159970099,0.9997038473156594,0.9992677484894175,0.9988505605342629,0.9980999580154992,0.11354310810565948,0.11457522213459015,0.012329699471592903,0.0006968986708670855,0.977439284324646,250,3,64,False,0.1311092966130823,[3],0.11354310810565948,0.11457522213459015,0.012329699471592903,2.0906960126012563e-06,0.00977439284324646
8,7.99884033203125,7,0.9998550415039062,32,temp_003,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003/seed_4/checkpoints/step_500.npz,500,temp_003,0.00014495849609375,7.761105537414551,False,-0.0016531105861210538,0.05,0.0002935603446354573,-0.0019845810414875764,0.0028514765805823794,0.001082514816912572,-0.003896081286763886,0.32938697082612756,0.2947427216607273,0.33029503807922656,0.3310971461228637,0.49647318522135414,True,False,"[3, 6]",sgd,500,1.000381015563986,1.0000874552193506,1.0020720362608382,0.9992205596802558,0.9981380448633432,1.0020341261501071,0.11381518095731735,0.11487782001495361,0.044547080993652344,0.0037728215102106333,0.9399149417877197,250,4,64,False,0.008997891884685525,"[3, 6]",0.11381518095731735,0.11487782001495361,0.044547080993652344,1.13184645306319e-05,0.009399149417877197
8,7.9915771484375,6,0.9989471435546875,32,temp_003,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003/seed_4/checkpoints/step_1000.npz,1000,temp_003,0.0010528564453125,7.787165641784668,True,0.0005470013646277083,0.05,0.0003989840325192562,-0.0004505029009486128,0.0007702203383028738,0.0007884242609382808,-0.0009601243661840897,0.28502268951090204,0.2541531805771381,0.28223923778197835,0.3753154312112196,0.40641886393229165,True,False,"[3, 6]",sgd,1000,0.9998892445471601,0.9994902605146408,0.9999407634155895,0.9991705430772866,0.9983821188163483,0.9993422431825324,0.11358754336833954,0.11457785964012146,0.014068081974983215,0.0008657147991470993,0.9729688763618469,250,4,64,False,0.04867788232532848,"[3, 6]",0.11358754336833954,0.11457785964012146,0.014068081974983215,2.597144397441298e-06,0.009729688763618469
