method,metric,mean,std,stderr,ci95_low,ci95_high,seed_count
hts_no_temp,boundary_precision,0.27865928659286593,0.028441890148887972,0.012719599956299024,0.25891758917589175,0.3083071955719557,5
hts_no_temp,boundary_recall,0.5056919642857143,0.051614412256798914,0.02308266688498014,0.46986607142857145,0.5594949776785714,5
hts_no_temp,boundary_f1,0.3593180015860429,0.03667447532283255,0.016401323972198425,0.33386201427438544,0.3975475812846947,5
hts_no_temp,boundary_detection_delay,0.0,0.0,0.0,0.0,0.0,5
hts_no_temp,false_change_rate,0.7213407134071341,0.028441890148887993,0.012719599956299033,0.6916928044280442,0.7410824108241083,5
hts_no_temp,revisit_similarity,0.6399564529178721,0.05396408193137433,0.024133471108384225,0.589401923873362,0.6862924481276403,5
hts_no_temp,same_macro_distant_similarity,0.6399564529178721,0.05396408193137433,0.024133471108384225,0.589401923873362,0.6862924481276403,5
hts_no_temp,different_macro_similarity,-0.031158970608982095,0.02296550819743742,0.010270487493459745,-0.053349583770551136,-0.011968848117692277,5
hts_no_temp,nuisance_sensitivity,0.194818115234375,0.02305715945676772,0.010311475182676949,0.175494384765625,0.214141845703125,5
hts_no_temp,effective_rank,7.646156374613445,0.02331664476250041,0.01042752053923307,7.6289133866628,7.667679720719655,5
hts_no_temp,alive_feature_ratio,0.9999000549316406,7.644215070208298e-06,3.418596906322816e-06,0.9998935699462891,0.9999065399169922,5
hts_no_temp,dead_feature_ratio,9.9945068359375e-05,7.644215070208298e-06,3.418596906322816e-06,9.34600830077903e-05,0.00010643005371095971,5
hts_no_temp,topk_utilization_entropy,0.0020056735147703847,0.0006585549261884417,0.0002945147163749424,0.0015465254718003193,0.0026607041712178752,5
hts_no_temp,active_count_audit,7.999786376953125,7.95801074853839e-05,3.5589305998811645e-05,7.99970703125,7.99984130859375,5
hts_no_temp,learning_rate,0.05,0.0,0.0,0.05,0.05,5
hts_no_temp,batch_size,32.0,0.0,0.0,32.0,32.0,5
hts_no_temp,sequence_length,64.0,0.0,0.0,64.0,64.0,5
hts_no_temp,optimizer_updates,250.0,0.0,0.0,250.0,250.0,5
hts_no_temp,lambda_hier,1.0,0.0,0.0,1.0,1.0,5
hts_no_temp,lambda_sdyn,1.0,0.0,0.0,1.0,1.0,5
hts_no_temp,lambda_temp,0.01,0.0,0.0,0.01,0.01,5
hts_no_temp,lambda_vc,0.01,0.0,0.0,0.01,0.01,5
hts_no_temp,lambda_sparse,1.0,0.0,0.0,1.0,1.0,5
hts_no_temp,development_candidate_only,1.0,0.0,0.0,1.0,1.0,5
hts_no_temp,initial_loss,1.2166645526885986,0.005397922107182539,0.0024140241537818127,1.212153720855713,1.2211358779668808,5
hts_no_temp,final_loss,1.0480391263961792,0.007615116322746945,0.0034055835508460795,1.0405827283859252,1.0532170057296752,5
hts_no_temp,checkpoint_load_pass,1.0,0.0,0.0,1.0,1.0,5
hts_no_temp,model_derived_metrics,1.0,0.0,0.0,1.0,1.0,5
hts_no_temp,no_evaluation_label_leak_training,1.0,0.0,0.0,1.0,1.0,5
hts_no_temp,wall_clock_seconds,36.176399999999994,0.8981326405381345,0.40165712741093035,35.4,37.0244,5
hts_no_vc,prefix_nrmse_l1,1.0002249213458152,0.00028092514268042136,0.00012563354312444992,1.0000177372885566,1.0005121898492289,5
hts_no_vc,prefix_nrmse_l6,1.0016714792680137,0.002310621150301713,0.0010333411924646778,0.9998526422910651,1.0038671197698046,5
hts_no_vc,marginal_prefix_gain_l6,-0.0009014829921022205,0.003121895616382346,0.0013961541633779064,-0.0038904256991490584,0.001584236133198491,5
hts_no_vc,prefix_reconstruction_improves,0.4,0.48989794855663565,0.21908902300206645,0.0,0.8,5
hts_no_vc,predictive_utility_per_active_feature,0.9940599594601915,0.00030259196682088453,0.00013532324145137175,0.9937942971293261,0.9943026067237429,5
hts_no_vc,factor_probe_accuracy,0.5384246826171875,0.034269124795465886,0.015325618514417058,0.511029052734375,0.5671582794189454,5
hts_no_vc,factor_fast_accuracy,0.527703857421875,0.04799476294086306,0.021463910499951503,0.482354736328125,0.5618576049804688,5
hts_no_vc,factor_mid_accuracy,0.538763427734375,0.019285790120649345,0.008624867541913162,0.522637939453125,0.5556623840332031,5
hts_no_vc,factor_slow_accuracy,0.49151611328125,0.06568041630142409,0.029373175128093912,0.442578125,0.55899658203125,5
hts_no_vc,factor_context_accuracy,0.59571533203125,0.06115861110680919,0.027350962368859796,0.540252685546875,0.647406005859375,5
hts_no_vc,boundary_precision,0.28284132841328413,0.029107013772977357,0.013017052283679999,0.25756457564575647,0.30744157441574416,5
hts_no_vc,boundary_recall,0.51328125,0.05282143347640758,0.023622463184446076,0.46741071428571435,0.5579241071428571,5
hts_no_vc,boundary_f1,0.36471054718477397,0.03753212085238794,0.016784874713135355,0.33211736716891355,0.39643140364789853,5
hts_no_vc,boundary_detection_delay,0.0,0.0,0.0,0.0,0.0,5
hts_no_vc,false_change_rate,0.7171586715867159,0.029107013772977367,0.013017052283680004,0.6925584255842558,0.7424354243542435,5
hts_no_vc,revisit_similarity,0.40495006222013713,0.10080592571232676,0.04508178048551131,0.3212333863490814,0.49422691686632225,5
hts_no_vc,same_macro_distant_similarity,0.40495006222013713,0.10080592571232676,0.04508178048551131,0.3212333863490814,0.49422691686632225,5
hts_no_vc,different_macro_similarity,-0.015232415126101526,0.018623898184585066,0.008328860469353426,-0.03191089553259353,0.0002399400517630568,5
hts_no_vc,nuisance_sensitivity,0.480938720703125,0.02720240847385064,0.012165286899849267,0.46065673828125,0.506805419921875,5
hts_no_vc,effective_rank,7.6960937023162845,0.03744343299609293,0.01674521229804448,7.6649071216583256,7.727311922709148,5
hts_no_vc,alive_feature_ratio,0.9998925526936849,5.211868675709176e-06,2.3308185297375048e-06,0.9998883565266927,0.9998973846435547,5
hts_no_vc,dead_feature_ratio,0.00010744730631511157,5.211868675709176e-06,2.3308185297375048e-06,0.00010261535644533471,0.00011164347330729906,5
hts_no_vc,topk_utilization_entropy,0.008447444982109295,0.0010912488500710751,0.00048802132182548,0.007829492743973609,0.009556731756548923,5
hts_no_vc,active_count_audit,7.998919677734375,0.00016217444159651395,7.252661512457494e-05,7.9987548828125,7.99901123046875,5
hts_no_vc,learning_rate,0.05,0.0,0.0,0.05,0.05,5
hts_no_vc,batch_size,32.0,0.0,0.0,32.0,32.0,5
hts_no_vc,sequence_length,64.0,0.0,0.0,64.0,64.0,5
hts_no_vc,optimizer_updates,250.0,0.0,0.0,250.0,250.0,5
hts_no_vc,lambda_hier,1.0,0.0,0.0,1.0,1.0,5
hts_no_vc,lambda_sdyn,1.0,0.0,0.0,1.0,1.0,5
hts_no_vc,lambda_temp,0.01,0.0,0.0,0.01,0.01,5
hts_no_vc,lambda_vc,0.01,0.0,0.0,0.01,0.01,5
hts_no_vc,lambda_sparse,1.0,0.0,0.0,1.0,1.0,5
hts_no_vc,development_candidate_only,1.0,0.0,0.0,1.0,1.0,5
hts_no_vc,initial_loss,0.3272944509983063,0.0020132748185507777,0.0009003638703336187,0.3256444573402405,0.3291387140750885,5
hts_no_vc,final_loss,0.2902029097080231,0.0017299675446731339,0.0007736650057515062,0.2888310968875885,0.2918861389160156,5
hts_no_vc,checkpoint_load_pass,1.0,0.0,0.0,1.0,1.0,5
hts_no_vc,model_derived_metrics,1.0,0.0,0.0,1.0,1.0,5
hts_no_vc,no_evaluation_label_leak_training,1.0,0.0,0.0,1.0,1.0,5
hts_no_vc,wall_clock_seconds,34.769999999999996,0.2835383571935216,0.12680220818266616,34.53779999999999,35.012600000000006,5
hts_no_hier,prefix_nrmse_l1,1.0060664364035448,0.0017593975007319143,0.0007868264822159592,1.004674119101315,1.0077117352092726,5
hts_no_hier,prefix_nrmse_l6,1.0103366701584564,0.005181915300183741,0.0023174229729714148,1.0056869111271631,1.0149648142408338,5
hts_no_hier,marginal_prefix_gain_l6,-0.0018916880149130399,0.004911117551003899,0.002196318537907402,-0.006061163058037422,0.002626773015158257,5
hts_no_hier,prefix_reconstruction_improves,0.2,0.4000000000000001,0.1788854381999832,0.0,0.6,5
hts_no_hier,predictive_utility_per_active_feature,0.9890964629220683,0.0010439407747630826,0.0004668645073708099,0.9881418168713806,0.9899135138522555,5
hts_no_hier,factor_probe_accuracy,0.6358047485351562,0.02544345192772713,0.011378657618529185,0.6158523559570312,0.6579498291015625,5
hts_no_hier,factor_fast_accuracy,0.52802734375,0.04847184317315204,0.021677267265975415,0.481622314453125,0.5624397277832032,5
hts_no_hier,factor_mid_accuracy,0.538238525390625,0.020524744582474573,0.009178944821446737,0.52056884765625,0.556256103515625,5
hts_no_hier,factor_slow_accuracy,0.493499755859375,0.06547307810440656,0.029280450667521225,0.44334716796875,0.55999755859375,5
hts_no_hier,factor_context_accuracy,0.983453369140625,0.01877597956089395,0.008396873328461105,0.964849853515625,0.998016357421875,5
hts_no_hier,boundary_precision,0.3958179581795818,0.017449708989448143,0.0078037470975990415,0.38019680196801964,0.41051660516605165,5
hts_no_hier,boundary_recall,0.7183035714285715,0.031666547786654786,0.01416171069274112,0.6899553571428572,0.7449776785714286,5
hts_no_hier,boundary_f1,0.5103885804916732,0.022500576381318527,0.010062563664310891,0.49024583663758925,0.5293417922283902,5
hts_no_hier,boundary_detection_delay,0.0,0.0,0.0,0.0,0.0,5
hts_no_hier,false_change_rate,0.6041820418204182,0.017449708989448125,0.007803747097599034,0.5894833948339484,0.6198031980319805,5
hts_no_hier,revisit_similarity,0.7829222683856584,0.029782163332779412,0.01331898834581929,0.7583874166299137,0.810982607854922,5
hts_no_hier,same_macro_distant_similarity,0.7829222683856584,0.029782163332779412,0.01331898834581929,0.7583874166299137,0.810982607854922,5
hts_no_hier,different_macro_similarity,-0.03046529749577449,0.025109221710599795,0.011229185321402938,-0.0554167687112473,-0.009475480095757086,5
hts_no_hier,nuisance_sensitivity,0.164837646484375,0.024588886693823028,0.010996484427685669,0.14344223022460936,0.1862060546875,5
hts_no_hier,effective_rank,7.5917440255483,0.025329535011556506,0.011327712424860253,7.5731773853302,7.615016794204712,5
hts_no_hier,alive_feature_ratio,0.9999114990234375,6.697181234866197e-06,2.99507049975936e-06,0.9999056498209636,0.9999173482259115,5
hts_no_hier,dead_feature_ratio,8.85009765625e-05,6.697181234866197e-06,2.99507049975936e-06,8.265177408854907e-05,9.435017903645094e-05,5
hts_no_hier,topk_utilization_entropy,0.0021281793558917553,0.0011210507639506755,0.0005013491428843561,0.0011185950079733672,0.0030648963344177466,5
hts_no_hier,active_count_audit,7.99976806640625,0.0001303354278812416,5.8287775323795515e-05,7.999658203125,7.999884033203125,5
hts_no_hier,learning_rate,0.05,0.0,0.0,0.05,0.05,5
hts_no_hier,batch_size,32.0,0.0,0.0,32.0,32.0,5
hts_no_hier,sequence_length,64.0,0.0,0.0,64.0,64.0,5
hts_no_hier,optimizer_updates,250.0,0.0,0.0,250.0,250.0,5
hts_no_hier,lambda_hier,1.0,0.0,0.0,1.0,1.0,5
hts_no_hier,lambda_sdyn,1.0,0.0,0.0,1.0,1.0,5
hts_no_hier,lambda_temp,0.01,0.0,0.0,0.01,0.01,5
hts_no_hier,lambda_vc,0.01,0.0,0.0,0.01,0.01,5
hts_no_hier,lambda_sparse,1.0,0.0,0.0,1.0,1.0,5
hts_no_hier,development_candidate_only,1.0,0.0,0.0,1.0,1.0,5
hts_no_hier,initial_loss,1.1106681823730469,0.005423317706228766,0.002425381410941151,1.106141209602356,1.1151951551437378,5
hts_no_hier,final_loss,0.957385241985321,0.009774074654928775,0.004371099069115708,0.9475025394558906,0.963756420314312,5
hts_no_hier,checkpoint_load_pass,1.0,0.0,0.0,1.0,1.0,5
hts_no_hier,model_derived_metrics,1.0,0.0,0.0,1.0,1.0,5
hts_no_hier,no_evaluation_label_leak_training,1.0,0.0,0.0,1.0,1.0,5
hts_no_hier,wall_clock_seconds,32.762,0.9601324908573824,0.4293843033926604,31.7806,33.401525,5
hts_no_sdyn,prefix_nrmse_l1,1.0042816036471305,0.001579641036086641,0.0007064369473475854,1.0029658665359489,1.0056784807668744,5
hts_no_sdyn,prefix_nrmse_l6,1.0064616382618463,0.005148836394440537,0.002302629636598792,1.0019591542667872,1.0111193504632232,5
hts_no_sdyn,marginal_prefix_gain_l6,-0.001387934221827991,0.004900923336096093,0.0021917595464051825,-0.0056307030293847316,0.003070630600659352,5
hts_no_sdyn,prefix_reconstruction_improves,0.4,0.48989794855663565,0.21908902300206645,0.0,0.8,5
hts_no_sdyn,predictive_utility_per_active_feature,0.9871168968950512,0.0010175682717169093,0.0004550703654611972,0.9861346264467548,0.9878909230507487,5
hts_no_sdyn,factor_probe_accuracy,0.6353302001953125,0.024876861062650347,0.011125270480580766,0.6160980224609375,0.6571334838867188,5
hts_no_sdyn,factor_fast_accuracy,0.527392578125,0.047617947710836224,0.021295393606092058,0.482122802734375,0.561492919921875,5
hts_no_sdyn,factor_mid_accuracy,0.5392578125,0.018742331287616404,0.008381825363186287,0.5236712646484375,0.5552471923828124,5
hts_no_sdyn,factor_slow_accuracy,0.491552734375,0.06695474128597244,0.02994307058626921,0.442059326171875,0.560711669921875,5
hts_no_sdyn,factor_context_accuracy,0.98311767578125,0.01877929266950904,0.008398354995677142,0.964569091796875,0.997857666015625,5
hts_no_sdyn,boundary_precision,0.3960024600246002,0.017096064809757016,0.007645592612471739,0.3801937269372693,0.4100861008610086,5
hts_no_sdyn,boundary_recall,0.7186383928571429,0.031024778326634934,0.013874702665043577,0.6899497767857143,0.7441964285714284,5
hts_no_sdyn,boundary_f1,0.5106264869151468,0.022044568898227514,0.009858630918222873,0.4902418715305312,0.5287866772402855,5
hts_no_sdyn,boundary_detection_delay,0.0,0.0,0.0,0.0,0.0,5
hts_no_sdyn,false_change_rate,0.6039975399753998,0.017096064809757013,0.007645592612471738,0.5899138991389914,0.6198062730627306,5
hts_no_sdyn,revisit_similarity,0.7818681427685397,0.030256588170560497,0.013531157583317854,0.7556581429044773,0.8099678075102918,5
hts_no_sdyn,same_macro_distant_similarity,0.7818681427685397,0.030256588170560497,0.013531157583317854,0.7556581429044773,0.8099678075102918,5
hts_no_sdyn,different_macro_similarity,-0.030182462990681457,0.025334097699283853,0.011329752920843943,-0.05506499126144134,-0.00888367187000419,5
hts_no_sdyn,nuisance_sensitivity,0.1657470703125,0.025193508586327826,0.01126687955815073,0.14378173828125002,0.18770751953125,5
hts_no_sdyn,effective_rank,7.590435775121054,0.025228733719576554,0.011282632716642859,7.572341012954712,7.613947660923004,5
hts_no_sdyn,alive_feature_ratio,0.9999107360839844,5.835364738747726e-06,2.609654445869043e-06,0.9999059041341146,0.9999155680338543,5
hts_no_sdyn,dead_feature_ratio,8.92639160156028e-05,5.835364738747726e-06,2.609654445869043e-06,8.443196614582593e-05,9.409586588537966e-05,5
hts_no_sdyn,topk_utilization_entropy,0.0017292373197175348,0.000824260636558372,0.0003686205629043536,0.0009080374918203864,0.0023755945160909516,5
hts_no_sdyn,active_count_audit,7.99981689453125,9.25643975103949e-05,4.1396057025911054e-05,7.99974365234375,7.999908447265625,5
hts_no_sdyn,learning_rate,0.05,0.0,0.0,0.05,0.05,5
hts_no_sdyn,batch_size,32.0,0.0,0.0,32.0,32.0,5
hts_no_sdyn,sequence_length,64.0,0.0,0.0,64.0,64.0,5
hts_no_sdyn,optimizer_updates,250.0,0.0,0.0,250.0,250.0,5
hts_no_sdyn,lambda_hier,1.0,0.0,0.0,1.0,1.0,5
hts_no_sdyn,lambda_sdyn,1.0,0.0,0.0,1.0,1.0,5
hts_no_sdyn,lambda_temp,0.01,0.0,0.0,0.01,0.01,5
hts_no_sdyn,lambda_vc,0.01,0.0,0.0,0.01,0.01,5
hts_no_sdyn,lambda_sparse,1.0,0.0,0.0,1.0,1.0,5
hts_no_sdyn,development_candidate_only,1.0,0.0,0.0,1.0,1.0,5
hts_no_sdyn,initial_loss,1.1096429824829102,0.005289542639004515,0.002365555382139545,1.104972529411316,1.114122200012207,5
hts_no_sdyn,final_loss,0.9561365246772766,0.00893765575414379,0.003997041165151532,0.9471460461616517,0.9616879463195801,5
hts_no_sdyn,checkpoint_load_pass,1.0,0.0,0.0,1.0,1.0,5
hts_no_sdyn,model_derived_metrics,1.0,0.0,0.0,1.0,1.0,5
hts_no_sdyn,no_evaluation_label_leak_training,1.0,0.0,0.0,1.0,1.0,5
hts_no_sdyn,wall_clock_seconds,30.017200000000003,0.5960551652322126,0.2665639735598193,29.5118,30.542020000000004,5
