dataset_manifest_hash,method,seed,prefix_nrmse_l1,prefix_nrmse_l6,marginal_prefix_gain_l6,prefix_reconstruction_improves,predictive_utility_per_active_feature,factor_probe_accuracy,factor_fast_accuracy,factor_mid_accuracy,factor_slow_accuracy,factor_context_accuracy,boundary_precision,boundary_recall,boundary_f1,boundary_detection_delay,false_change_rate,revisit_similarity,same_macro_distant_similarity,different_macro_similarity,nuisance_sensitivity,effective_rank,alive_feature_ratio,dead_feature_ratio,topk_utilization_entropy,active_count_audit,run_id,optimizer,learning_rate,batch_size,sequence_length,optimizer_updates,checkpoint_schedule,evaluation_schedule,lambda_hier,lambda_sdyn,lambda_temp,lambda_vc,lambda_sparse,development_candidate_only,initial_loss,final_loss,checkpoint_path,checkpoint_load_pass,model_derived_metrics,no_evaluation_label_leak_training,wall_clock_seconds,config_hash,code_commit,artifact_origin
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,dense_multistride_no_sparse,2,1.0062422368098114,1.0121451680142965,-0.004044893935880811,False,0.9884240459975895,0.6319427490234375,0.503692626953125,0.521820068359375,0.518798828125,0.98345947265625,0.40621156211562115,0.7371651785714286,0.5237906423473433,0.0,0.5937884378843789,0.7664665958801211,0.7664665958801211,-0.06717673125803737,0.171875,7.624123255411784,0.9999351501464844,6.4849853515625e-05,0.001758773337830729,7.99981689453125,synthetic_full_v9_dense_multistride_no_sparse_seed2,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1337655782699585,0.965659499168396,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/dense_multistride_no_sparse/seed_2/checkpoints/final.npz,True,True,True,34.831,f45f7a122ae21b9b,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,dense_multistride_no_sparse,3,1.0049685808052269,1.0083222558923002,-0.0018469028304874957,False,0.9867153555602329,0.650726318359375,0.5740966796875,0.5836181640625,0.4451904296875,1.0,0.36808118081180813,0.66796875,0.47462331482950043,0.0,0.6319188191881919,0.8141643387406304,0.8141643387406304,0.008869599389968199,0.160919189453125,7.58633025487264,0.9999396006266276,6.039937337243284e-05,0.0003477947126199418,7.999969482421875,synthetic_full_v9_dense_multistride_no_sparse_seed3,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1438860893249512,0.9594417810440063,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/dense_multistride_no_sparse/seed_3/checkpoints/final.npz,True,True,True,38.163,12e84fc5c1366635,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,dense_multistride_no_sparse,4,1.00783887988834,1.016842752108358,-0.0068740132716729185,False,0.9886658484253552,0.6834487915039062,0.553070068359375,0.562103271484375,0.619415283203125,0.99920654296875,0.41051660516605165,0.7449776785714286,0.5293417922283902,0.0,0.5894833948339483,0.8568443306424247,0.8568443306424247,-0.024321202380049062,0.12127685546875,7.547861019770305,0.9999427795410156,5.7220458984375e-05,0.0014934635052927167,7.999847412109375,synthetic_full_v9_dense_multistride_no_sparse_seed4,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1293988227844238,0.9341230392456055,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/dense_multistride_no_sparse/seed_4/checkpoints/final.npz,True,True,True,35.233,83f0cdc9aaa152ff,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_temp,0,1.002563984014777,1.009720246455856,-0.006127917549290096,False,0.9870430462204745,0.5960235595703125,0.438934326171875,0.527099609375,0.450408935546875,0.9676513671875,0.33210332103321033,0.6026785714285714,0.42823156225218084,0.0,0.6678966789667896,0.645259086875472,0.645259086875472,-0.023813546080430376,0.170257568359375,7.6412778695424395,0.9998957316080729,0.00010426839192712034,0.0014934635052927167,7.999847412109375,synthetic_full_v9_hts_no_temp_seed0,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.2138645648956299,1.0563405752182007,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_temp/seed_0/checkpoints/final.npz,True,True,True,37.418,62a88942fbdff24a,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_temp,1,1.0032507844357603,0.9989154230547211,0.006763464207513281,True,0.9889014067700448,0.6077117919921875,0.54730224609375,0.53533935546875,0.451629638671875,0.896575927734375,0.252460024600246,0.45814732142857145,0.3255352894528153,0.0,0.747539975399754,0.6561433073999494,0.6561433073999494,-0.03128171863297231,0.230377197265625,7.61821174621582,0.9998893737792969,0.000110626220703125,0.003263695062680449,7.9996337890625,synthetic_full_v9_hts_no_temp_seed1,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.2237842082977295,1.0518033504486084,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_temp/seed_1/checkpoints/final.npz,True,True,True,35.488,a263659060d75542,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_temp,2,1.0055073638941014,1.005610313262404,-0.0006639129648542408,False,0.9893572350506148,0.6236419677734375,0.522064208984375,0.51153564453125,0.515899658203125,0.945068359375,0.263530135301353,0.47823660714285715,0.33980967486122127,0.0,0.736469864698647,0.5521638152052886,0.5521638152052886,-0.07076644639022553,0.205657958984375,7.6878306070963545,0.9999078114827474,9.218851725256716e-05,0.0020189721627553114,7.999786376953125,synthetic_full_v9_hts_no_temp_seed2,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.213964581489563,1.0497971773147583,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_temp/seed_2/checkpoints/final.npz,True,True,True,34.974,1ee88e1f5cf0db87,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_temp,3,1.0048495483596447,1.0054937551364032,-0.0013812005378239789,False,0.9883804039717501,0.643280029296875,0.579833984375,0.566925048828125,0.430328369140625,0.99603271484375,0.26260762607626076,0.4765625,0.3386201427438541,0.0,0.7373923739237392,0.6263914487504219,0.6263914487504219,0.0006853099928965957,0.198638916015625,7.6500288645426435,0.9998976389567057,0.00010236104329430784,0.001758773337830729,7.99981689453125,synthetic_full_v9_hts_no_temp_seed3,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.2221219539642334,1.0484834909439087,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_temp/seed_3/checkpoints/final.npz,True,True,True,36.926,9dcd7ba24a5439ca,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_temp,4,1.0068978431303561,1.0141460972387333,-0.005873062632393955,False,0.9897386888123428,0.6724624633789062,0.5499267578125,0.5528564453125,0.609649658203125,0.9774169921875,0.28259532595325954,0.5128348214285714,0.3643933386201427,0.0,0.7174046740467405,0.7198246063582283,0.7198246063582283,-0.030618451934178868,0.169158935546875,7.633432785669963,0.9999097188313802,9.028116861975466e-05,0.0014934635052927167,7.999847412109375,synthetic_full_v9_hts_no_temp_seed4,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.2095874547958374,1.03377103805542,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_temp/seed_4/checkpoints/final.npz,True,True,True,36.076,5ddf2e8a9e446399,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_vc,0,1.0000749068843302,0.9997361902073321,0.0008422407118362507,True,0.9942455589592956,0.5001144409179688,0.438995361328125,0.52734375,0.450469970703125,0.583648681640625,0.3068880688806888,0.5569196428571429,0.39571768437747823,0.0,0.6931119311193112,0.47775386464525943,0.47775386464525943,-1.0310671615609834e-05,0.4471435546875,7.683658679326375,0.9998944600423177,0.00010553995768225466,0.007956110445805353,7.998992919921875,synthetic_full_v9_hts_no_vc_seed0,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.32449156045913696,0.28961676359176636,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_vc/seed_0/checkpoints/final.npz,True,True,True,35.014,bf280705fb99abd5,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_vc,1,1.0003207482084648,1.001216451896973,-0.0023239162983809125,False,0.9944072193274667,0.5065460205078125,0.547393798828125,0.535247802734375,0.45172119140625,0.4918212890625,0.2530750307503075,0.45926339285714285,0.32632831086439335,0.0,0.7469249692496925,0.41822140060939883,0.41822140060939883,-0.006675248221317222,0.529144287109375,7.670748790105184,0.9998919169108073,0.00010808308919274534,0.007956110445805353,7.998992919921875,synthetic_full_v9_hts_no_vc_seed1,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.3264361023902893,0.28811115026474,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_vc/seed_1/checkpoints/final.npz,True,True,True,34.522,338e9914bdae09d7,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_vc,2,1.000098678026024,1.002376642675034,-0.0003078760507857492,False,0.9942074770451905,0.547882080078125,0.5220947265625,0.511627197265625,0.515655517578125,0.64215087890625,0.31642066420664205,0.57421875,0.40800951625693893,0.0,0.683579335793358,0.2818298924483924,0.2818298924483924,-0.04503898046269645,0.465667724609375,7.754252036412557,0.9999014536539713,9.854634602868284e-05,0.007956110445805353,7.998992919921875,synthetic_full_v9_hts_no_vc_seed2,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.3290685713291168,0.2902052700519562,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_vc/seed_2/checkpoints/final.npz,True,True,True,34.47,616d79f2123b75c5,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_vc,3,0.9999085088924733,0.9992871895718437,0.0032722876465528516,True,0.9935623621750796,0.5418243408203125,0.579925537109375,0.56671142578125,0.43011474609375,0.590545654296875,0.243849938499385,0.44252232142857145,0.31443298969072164,0.0,0.756150061500615,0.30204789236003077,0.30204789236003077,0.003947784911681863,0.480926513671875,7.649689674377441,0.9998868306477865,0.00011316935221350466,0.01062381263037797,7.99859619140625,synthetic_full_v9_hts_no_vc_seed3,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.3264015316963196,0.28971508145332336,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_vc/seed_3/checkpoints/final.npz,True,True,True,35.191,ca2501bae40bc0c7,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_vc,4,1.000721764717783,1.0057409219888853,-0.005990150969733543,False,0.9938771797939253,0.5957565307617188,0.55010986328125,0.552886962890625,0.609619140625,0.67041015625,0.2939729397293973,0.5334821428571429,0.37906423473433787,0.0,0.7060270602706027,0.5448972610376045,0.5448972610376045,-0.02838532118656021,0.4818115234375,7.722119331359863,0.9998881022135416,0.00011189778645837034,0.007745080942752447,7.9990234375,synthetic_full_v9_hts_no_vc_seed4,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.3300744891166687,0.29336628317832947,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_vc/seed_4/checkpoints/final.npz,True,True,True,34.653,5ed97c3e2aab310b,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_hier,0,1.0042605719306876,1.0136757997811325,-0.007586175468366818,False,0.9872503929309027,0.6029129028320312,0.438507080078125,0.522064208984375,0.45654296875,0.994537353515625,0.4123616236162362,0.7483258928571429,0.5317208564631246,0.0,0.5876383763837638,0.782677179219544,0.782677179219544,-0.03158521171230226,0.140533447265625,7.59215784072876,0.9999059041341146,9.409586588537966e-05,0.002274795451003506,7.999755859375,synthetic_full_v9_hts_no_hier_seed0,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1076761484146118,0.966322660446167,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_hier/seed_0/checkpoints/final.npz,True,True,True,32.689,e51ecfc000e9669b,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_hier,1,1.00451878485273,1.0020051412635809,0.006475471081936135,True,0.9893604045610492,0.6201095581054688,0.546295166015625,0.531494140625,0.4520263671875,0.95062255859375,0.37822878228782286,0.6863839285714286,0.4877081681205393,0.0,0.6217712177121771,0.7715730622723745,0.7715730622723745,-0.02099516092274108,0.195220947265625,7.568590561548869,0.9999109903971354,8.900960286462034e-05,0.0035039100381433273,7.999603271484375,synthetic_full_v9_hts_no_hier_seed1,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1179872751235962,0.9623762369155884,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_hier/seed_1/checkpoints/final.npz,True,True,True,33.364,48523ed2bc883139,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_hier,2,1.0069787887280943,1.00874333206394,6.097430397300485e-05,False,0.9899136115541939,0.6332168579101562,0.522613525390625,0.51361083984375,0.522308349609375,0.974334716796875,0.40928659286592867,0.7427455357142857,0.5277557494052338,0.0,0.5907134071340714,0.7412623757054059,0.7412623757054059,-0.07483449030706439,0.184112548828125,7.638048013051351,0.9999027252197266,9.72747802734375e-05,0.0030209330723992857,7.999664306640625,synthetic_full_v9_hts_no_hier_seed2,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1075071096420288,0.9599069952964783,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_hier/seed_2/checkpoints/final.npz,True,True,True,33.389,e5b2e5276b196efb,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_hier,3,1.0055536690176985,1.009790764563929,-0.002853597425938048,False,0.9887679347682756,0.6441802978515625,0.5810546875,0.567596435546875,0.428070068359375,1.0,0.37115621156211565,0.6735491071428571,0.478588421887391,0.0,0.6288437884378844,0.7855444588034034,0.7855444588034034,0.0024458485947440154,0.17236328125,7.5911416212717695,0.9999173482259115,8.265177408850466e-05,0.0014934635052927167,7.999847412109375,synthetic_full_v9_hts_no_hier_seed3,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1161625385284424,0.9599121809005737,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_hier/seed_3/checkpoints/final.npz,True,True,True,33.445,77eb5ce7ae339e58,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_hier,4,1.0090203674885132,1.0174683131196989,-0.005555112566169473,False,0.9901899707959199,0.6786041259765625,0.551666259765625,0.556427001953125,0.608551025390625,0.997772216796875,0.4080565805658057,0.7405133928571429,0.5261697065820777,0.0,0.5919434194341944,0.833554265927564,0.833554265927564,-0.027357473131508738,0.1319580078125,7.568782091140747,0.9999205271402994,7.947285970055784e-05,0.0003477947126199418,7.999969482421875,synthetic_full_v9_hts_no_hier_seed4,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1040078401565552,0.9384081363677979,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_hier/seed_4/checkpoints/final.npz,True,True,True,30.923,758a6c97fa7b60da,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_sdyn,0,1.002658803475883,1.0098854956564784,-0.006807118274415824,False,0.9852687791736905,0.6036148071289062,0.439239501953125,0.528656005859375,0.45184326171875,0.994720458984375,0.41174661746617464,0.7472098214285714,0.5309278350515464,0.0,0.5882533825338253,0.7830623138131361,0.7830623138131361,-0.03214009494914286,0.1400146484375,7.5871109167734785,0.9999059041341146,9.409586588537966e-05,0.00252679311372212,7.999725341796875,synthetic_full_v9_hts_no_sdyn_seed0,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1061753034591675,0.9638433456420898,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_sdyn/seed_0/checkpoints/final.npz,True,True,True,30.469,d58e6f5416a76787,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_sdyn,1,1.002711912978329,0.9984253310404684,0.006755245931760245,True,0.9875370934854946,0.6213912963867188,0.54644775390625,0.5362548828125,0.451873779296875,0.95098876953125,0.38038130381303814,0.6902901785714286,0.49048374306106274,0.0,0.6196186961869619,0.7728029701864053,0.7728029701864053,-0.020350839347480307,0.19775390625,7.56680695215861,0.9999141693115234,8.58306884765625e-05,0.002274795451003506,7.999755859375,synthetic_full_v9_hts_no_sdyn_seed1,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1168932914733887,0.9608545303344727,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_sdyn/seed_1/checkpoints/final.npz,True,True,True,29.415,7b1c544966914f3c,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_sdyn,2,1.0051635218408275,1.0046342825560528,0.0008443615571918084,True,0.9879118171033686,0.6304779052734375,0.522705078125,0.512451171875,0.51416015625,0.97259521484375,0.40836408364083643,0.7410714285714286,0.5265662172878668,0.0,0.5916359163591636,0.736753743126379,0.736753743126379,-0.07427800733686117,0.18524169921875,7.636976798375447,0.9999135335286459,8.646647135412966e-05,0.002274795451003506,7.999755859375,synthetic_full_v9_hts_no_sdyn_seed2,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1071314811706543,0.958856999874115,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_sdyn/seed_2/checkpoints/final.npz,True,True,True,30.226,3b2f2f21c7d4b819,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_sdyn,3,1.0040347902688744,1.005670757355038,-0.0019752139745004005,False,0.9868198509319465,0.6433334350585938,0.579437255859375,0.5665283203125,0.4273681640625,1.0,0.3705412054120541,0.6724330357142857,0.4777954004758128,0.0,0.6294587945879458,0.7853971021994715,0.7853971021994715,0.0038683872898249557,0.17254638671875,7.5919374624888105,0.999902089436849,9.791056315100466e-05,0.0003477947126199418,7.999969482421875,synthetic_full_v9_hts_no_sdyn_seed3,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1148464679718018,0.9584548473358154,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_sdyn/seed_3/checkpoints/final.npz,True,True,True,29.225,73377476a3f567e0,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,hts_no_sdyn,4,1.0068389896717387,1.0136923247011949,-0.005756946349175784,False,0.9880469437807557,0.6778335571289062,0.54913330078125,0.552398681640625,0.612518310546875,0.997283935546875,0.4089790897908979,0.7421875,0.5273592386994449,0.0,0.5910209102091021,0.8313245845173061,0.8313245845173061,-0.02801176060974791,0.1331787109375,7.569346745808919,0.9999179840087891,8.20159912109375e-05,0.0012220078702386008,7.9998779296875,synthetic_full_v9_hts_no_sdyn_seed4,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1031683683395386,0.9386729001998901,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_no_sdyn/seed_4/checkpoints/final.npz,True,True,True,30.751,ff1ec9da99ff520f,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
